HGNC	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S50	S51	S52	S53	S54	S55	S56	S57
CASR	5.52711252616619	0.951810374256361	1.22165395819809	4.80444321823514	0.918304530194089	0.538673590243425	5.29859460945917	6.30388069094837	0.336338353421406	4.59151100468393	2.06046739426334	0.384133487404967	5.0337395943405	1.36222396215487	0.577676184590548	1.4414219042888	0.111028816336558	3.16038727152519	0.353459824303265	0.537341108504608	0.71055127760163	6.27592469810049	1.79366197634773	1.46332786508233	0.849017173036646	0.483918922500781	3.75030252272439	2.24396159070908	4.79819795883307	0.153531204583401	0.581315769000732	0.326735411252111	0.397427224671713	1.97630853464953	0.878841753451318	5.18652256607088	1.9304350606591	5.52579004524625	3.98915247239526	1.74481801932179	1.75954086279698	1.74729285176858	0.727412957142587	2.63776845223177	6.42357228383475	2.21993178672279	6.78164909915684	3.24391738899271	2.01460590574763	2.00125839361972	2.37108286376593	0.401760550371264	3.02833424541302	7.34760611742236	2.39869489665663	5.90741175483676	6.40079726036404
ADAM28	4.00792669480377	1.24385901848848	1.18684006213271	1.14448084906381	1.10623119231662	1.88274654811436	0.460406474388953	2.0950869610321	1.02107518697947	3.86625815878517	5.23511975042777	2.8697228567864	0.873534310807145	0.426147405525747	4.93171673867556	2.79000338926789	4.50030315719721	0.441772648007664	1.9034472789433	3.19656798921453	4.32566209854729	1.87776754581118	0.633177605460541	0.677099355990262	3.11163777885282	3.02670943618026	2.86501392368666	2.32733062954489	4.5994907761351	3.4126952912801	2.27258549226	0.263441680267804	2.15653338541148	3.05246935111475	4.45572053080559	2.11649397929146	-0.109070171179615	2.25412508510546	1.93265741729937	1.46181976436278	0.812191442392912	-0.357650124542854	3.00261390578509	1.78682292202617	0.580430709856621	3.40531987110101	-0.191924847627487	0.358735754723186	2.82343715141965	1.60044267039945	1.81876719899274	0.207684089392935	1.68320705272392	2.47798936040104	1.22927329190072	0.596577373008157	2.07666386583682
PRSS8	1.67816287026048	2.39295091869958	2.97289066223086	0.655170573479074	-0.113335851882936	0.323440098387926	0.846347604557931	0.02348491417036	0.265924170226991	0.462743979333932	5.94847847544486	5.43685680746421	-0.072744604763155	2.83001039246781	0.172356975739883	3.57156665545543	2.7174494735636	0.703980167519802	4.51581215177715	2.15137490900432	2.12805352712556	0.136694856468813	0.059877427256185	4.92726383972216	1.5842330399128	9.62463918950547	1.30718399671204	0.395244154148227	-0.171878702301641	6.95888244689939	4.92329644899366	0.222570629183855	-0.016070249284015	0.551394143627799	0.857314772309814	0.95578403599348	0.55374879962897	1.67204333639228	1.49833624755916	-0.110266000137865	0.230432063808813	0.004421559082835	1.62326170463957	1.36887704399922	0.154423118468032	1.62490346656605	0.27161822476099	1.139658078833	0.986149143194139	0.441409789735555	1.03737991099294	0.421030114459333	1.60753083241274	0.072468784731679	2.75462979863427	1.60427607822945	0.981968122801092
F7	4.63125136715248	3.56761268263373	0.178822230871128	5.02080964598174	3.25646373664316	6.4476527641282	5.39190463709603	4.23141201467011	1.22779346473231	4.11551860743929	0.653789271465367	0.112688793214738	5.97784629830989	-0.205837233861267	0.332706042013008	0.726066369517205	2.73417494602038	4.10068169332448	2.2228098614844	-0.036901237439949	0.360916231969167	3.92781222748118	1.96553321761684	1.34398622698044	0.000131620478198	1.00065825692132	1.41825714278348	4.71193406640274	3.24727370564025	0.115161621713672	3.3433851052401	2.89984909526535	-0.272782751663786	-1.23165710132373	2.91179613878841	1.37016290008961	-0.568900547850015	3.3383062165856	5.320541850707	2.19996533600203	-0.304795001907643	3.00986120728113	1.30168235452039	3.28935933313123	2.36368260472317	1.93767089003427	4.05034069133652	2.58000171985678	1.2336704454846	0.083492456909621	2.39369567239532	0.680633662057448	3.54907907769692	2.94311751806681	-0.127450415957599	3.40657158209241	-0.631907259321102
BCAT1	1.04413748223369	1.87554081656992	0.739006020506869	0.8598388138869	1.07548456855773	1.8580097789054	1.49791612674487	1.17351837727551	1.51179038222367	0.921908909567933	1.66709257199681	0.858599720805323	0.900571969293569	2.05718993828097	5.15135603040859	2.44051091387627	1.90204228017574	1.52493222887763	1.26816755416316	2.36600535600318	1.70077481756959	0.695698117948668	3.59022188344977	1.08062454117317	2.94355571736282	1.0406590986901	1.04864510841473	1.30134418547634	1.63079844205515	1.7110327530506	1.06222946968914	4.68338923884833	3.249940543852	3.4324833661239	3.30107263793651	2.16332003334462	1.75394543780833	2.66103858541679	2.86586953755722	3.15758670250537	2.6101137815379	4.32449559918095	3.54618274155164	3.07061483394552	1.68766732278755	3.65269022763698	1.87406425407184	2.72157047535907	7.26239625725081	6.35626441297386	2.46603505897691	2.27388069866727	2.87263293629526	1.38114527949342	3.73094974853917	2.91192521563182	2.57415982189489
SPAG4	3.77465764492075	5.41486869222877	2.77681559844452	6.22777570279681	8.13557619626008	5.19300107527277	4.32447141145083	3.34813382252049	3.02977551304688	4.45068416669092	4.67583111677027	2.80714468041543	3.99287112068062	5.95997175547374	5.03144185528459	3.07970275576883	6.58701870821722	6.27254231221495	4.31531640333098	7.0434856944502	6.46167251227887	3.59155951179801	4.58447989679808	4.2059737897466	5.02579498164578	5.95507620396093	4.50248454243598	4.49214657628321	5.44294101439176	4.44702659203266	5.26120725938816	4.555330847792	3.68207293372081	4.87354043999553	1.71088875366894	1.78074804797271	1.75960815800338	-1.00920416533845	3.59412576795414	6.45549337123533	3.17015136070481	1.48290247684425	7.66800827896913	3.04152420272688	0.657660359019133	2.82567670098423	2.37892262969717	2.42622814584011	6.12823060926958	5.73346547286553	1.6819328390287	2.32416825780091	2.52950265768921	2.65653563037544	3.10343554621074	4.50640200651615	2.02733517555464
CHI3L2	0.67897717393713	0.409815601751514	0.890479739299306	0.432429553216569	0.209598945536154	-0.034337006638303	-0.24590302518454	0.663530543494075	0.315609051668971	0.093864750144956	1.93570650131153	0.312528792785282	0.00474591244074	1.59851957377733	4.0418220692585	-0.012113418921686	3.79839318956684	0.118184954357086	0.058745722669586	5.52299918697391	0.963093341487831	1.13744539276954	1.49883359136238	0.580432195904942	3.27429765640809	3.27036396389604	0.277539951640359	0.43312523028745	-0.049066124524053	5.49417134486189	0.407812087375322	-0.005599422185069	0.127730501491874	0.659981525949394	0.51691842697873	0.902394412037324	0.892992227693733	1.00578270468122	1.6341673882281	1.06796915928564	0.654937026233871	-0.46944026230981	0.901347233645171	1.31988134779618	0.664779166170282	1.36780050927121	0.360652527964656	0.850379589912011	1.13716487717213	0.52942999481229	1.27222859815827	-0.350311966319983	1.89015363613229	0.568556758052867	0.620436304278668	1.56147969065541	1.17459092373435
ERBB3	6.67466702234273	5.04696342690879	3.88729860006631	4.79348082593766	3.9147165941299	7.39008257590648	5.06646192128269	5.87044652068355	0.732217174279563	5.97965813475243	3.90489972624806	5.45470430223809	6.28472307902652	4.93478233441258	2.01716519091683	5.68584743146102	4.15288327532301	5.79157244907052	6.42675755006326	3.85223279306897	8.51550706056358	6.8813303507248	3.42756065484163	6.1624662652899	3.28228227003424	7.22571359985218	2.02485035650576	5.45948353747517	3.88440859363739	5.34754617185559	6.2862889266182	2.37966699658976	4.16105266144441	1.67604630130913	5.52913769409321	1.83382404667171	2.10644583523453	7.16706371581997	3.32145352690557	3.836088277835	2.31050463769305	1.59131968199265	3.89728049819307	2.97980270927049	4.37155903755945	5.79178559220318	6.03264666466011	5.00671551993517	1.67370821884721	4.29619736983351	3.68361893340741	1.14413039889323	6.28943719215636	4.9902485185232	4.79423387699666	4.82303996120395	2.20214242922483
TLE2	5.01195344216189	3.80535787669537	5.93710255088338	4.94364085992328	5.30680221474417	5.55816330995018	4.7150825993468	6.85794508861682	7.47279100340797	5.82324751881221	5.85169555794424	6.82451700803313	5.52401904332628	6.06617732735443	1.8667867781453	6.185083638094	4.65359931058871	4.90528445295967	5.45906996621988	5.6397064111086	1.29614094428059	4.97161010856879	5.94061616216747	7.12056524894368	4.5505010798733	4.66606721622826	8.39671337174043	4.55429230728669	6.80358826733339	5.11729224803202	6.50325520668069	5.53376367167318	3.58496375077166	3.80635189984947	3.69132290276483	3.40620920462636	5.33563970203955	1.30602087040134	3.88628994869222	4.47617805390396	5.26933291667305	5.20796879516979	3.56433758377188	5.14018063349668	4.76747679365539	5.11108962735428	5.28313455767994	4.20940708374866	5.5310311361351	5.1360688189784	4.39872685545727	5.20099838896771	4.70421319640035	4.49278569091825	4.45892333255884	4.68035552255201	2.69370711184352
IP6K2	7.28090666146557	6.17385374233167	7.1890140082117	7.45481808277896	6.3830219425511	7.43121519049623	7.2743366464634	7.01733466732941	7.22948810732451	6.39386487218752	6.70705904382248	6.09885547872637	7.3092650070656	7.21043919922064	6.01885286066222	7.13726827170378	6.77375772325158	6.61175909260718	5.45289720887395	7.32929491268988	7.03990792189509	7.00385815257175	7.03423602400741	6.06063908151799	6.96836289883529	6.42719364812182	7.18753896843564	6.20291036120604	6.3146900166701	6.51555757507653	7.66331501318611	6.52855226265054	5.42865898460204	5.64403827758283	5.53082942511547	6.36396262401303	5.73009368162491	7.03730297804738	5.76377297566595	5.22060267006704	6.25906265350364	6.39043520278013	5.7444718663053	5.22288569760288	6.48856538057068	6.24509403075095	6.67543149441412	6.69260928512553	5.33094625870387	5.58595607784365	6.20098973894597	6.54408283592601	5.84917751767077	6.4710201069726	5.84343264563006	5.57702440170506	6.63647447705278
TGFBR3	3.94627438013143	1.11517128037247	1.5190928051151	3.59003296416853	1.11926721635111	1.45680757220384	3.51968980384632	1.47421386021819	0.757366409637375	0.890198238478707	2.18747579566555	2.75153706201782	2.05535102522406	1.53499179643858	1.22399184225308	2.29181641299876	3.2599013358713	1.64753052577715	2.70986395807046	2.05105139274167	0.353666644531598	4.30135453981104	1.63855490166452	2.85950967718381	2.95256807533919	2.26710522191336	1.68132020408529	1.51218766837738	2.41409266624959	3.46195135888263	0.978077444976347	2.00190018432332	1.30535739080519	3.9139987529552	3.20459932323367	4.23743884648822	1.78020968493693	7.62836499467534	3.70972843088486	2.92504446921172	0.937067256130484	1.86277238017406	3.47029766000017	2.62128274637874	2.53031889749909	4.22013389020497	1.7124740892355	2.59437595519962	2.72137339103669	3.83528291921033	2.39745973681757	1.60330135586817	2.06265465611426	1.50131086535036	4.18824299885307	1.27166203005756	6.74175915123023
CEACAM1	6.055411967914	2.78644047545807	2.30577667854267	5.03528674985728	4.6389705766347	7.46055572301604	6.54994671002654	6.509062819014	1.78740598562615	7.17050873072336	2.4432175115564	1.42431515449393	6.73450367114286	0.752188238830794	1.18765174763764	5.81455130430074	5.00492829424644	6.61384655492648	3.53375845234935	3.40377972962999	5.6558900778092	5.48606191923909	3.34986482110733	4.91201065843359	1.86022483745817	5.63004700931625	2.6826158581194	6.82926471212534	5.62113921472505	5.55457228842852	3.88528763204626	0.052707040679116	4.5108895371506	2.9805106939375	5.29495719653231	2.40842227602869	4.54516912219652	1.25631755696778	4.14227122922499	4.98805820039392	1.19859682475122	2.9839541284854	3.9205284062637	5.36104779713372	4.93394958504973	4.76203821438556	6.17219511788768	4.81438612906437	5.19798984883631	3.56150559314808	5.4952397723856	4.07304529967853	5.68545353771766	5.52179106141722	3.32310026004441	4.87543868206617	1.91585400587324
PAFAH1B3	4.81220799475545	6.8509740325597	8.87883058178931	5.99163908768196	5.75336622661285	5.32774725867934	5.17035819054682	5.7507018774099	6.82313604054685	5.58358275175374	8.19225407966291	7.87146394317091	6.34462348483135	8.37832853776209	4.70841970833391	6.18531833306089	6.68204791455642	6.72345248805108	7.22727274941629	7.59674900111999	8.11274018103565	5.83731658710711	7.14391148931523	6.53057849131779	6.41550244815737	6.28201196648318	6.01662815265484	5.78672662241887	5.08309287805042	5.1708902470116	6.7576196451354	5.76145973688578	4.43530375427523	3.55682934593807	4.15933380798359	3.65738258969746	4.1417339228381	-0.404984350827255	3.1263530963067	4.32906574627539	5.41622700926957	4.35249846732877	3.6905117011559	3.29557969422067	5.13367895859477	2.36965488511326	4.99894835710779	4.14192162184501	3.37392466726003	3.78994320207263	4.16375555706015	4.09019304299934	3.90720510561892	4.67134348480412	4.85133442916888	2.96926198384843	2.66251448332047
NDC80	1.49418639123716	4.89362678766632	6.42754079280126	1.64203165734125	2.11265829206799	2.73859573908229	3.73217438957426	2.7234547110188	2.48668186068844	2.13176239126986	1.88364506112478	6.26768602440757	1.56665462952605	5.15527080392912	5.03373052964783	3.88183324501426	2.94754489440758	3.17192763367003	4.99348958441536	3.02290102656846	5.01610104610743	1.28514064351644	5.56318175685091	5.33329056491095	4.45950261169542	2.26122410457395	2.43297478163773	3.16157387142796	1.96247715196633	3.31133138846123	4.13327559247304	5.85260356304648	2.80105300729299	3.05050867723989	3.04282927713426	2.19528992687869	2.08053222806092	2.7145634571185	3.22648998504275	3.18070022734487	6.3531860210479	2.63445000347801	3.50043716484702	2.92595989865954	1.90017658257251	3.0415332708156	2.89103887969319	2.43486429394966	3.32654064869137	2.25893986347211	2.84790580994927	1.76082148118526	2.8723495751814	1.38436811673449	3.85226346807092	3.55778138303265	2.2194908602835
PPEF1	-0.3420704224986	0.956886688974082	0.854462606136823	1.10381809917852	2.68333363182473	0.368394329212994	0.17957616865944	-0.339030257652693	0.238560987030224	2.16574280607612	0.692802213458097	0.435761274721218	0.354168646894415	2.01683948433662	0.468062436781907	5.1197755741298	1.52091866594766	1.59585523584343	0.103399924397665	0.392901110629965	0.410928155616905	-0.180088903258936	-0.057269518814519	-0.092722011999935	1.3893688445242	-0.200544347328183	1.37943741668733	0.324697833676033	0.378140887203962	0.132642112423397	1.81541524551076	-0.062510962703754	2.57810117102393	2.58550158890982	1.22998877308738	-0.519822368409677	0.790829800514713	-0.464575679831649	1.01675902718316	2.01987067879064	1.17297420871885	0.66111614778437	3.80443057415924	-0.1079700582484	-0.622251713701154	-0.125599007084323	-0.987579949610983	-0.879413418342252	2.91505976433981	1.48075672179097	-0.705750815169373	-1.25273781170842	0.911846868190603	-0.811178030211822	2.32257349739015	1.1947698455005	-0.479034636923486
ADAMTS2	2.30337902598594	2.25948168306083	1.08368649822086	4.31722209756189	1.85724134219813	5.24685931970592	4.0528167952992	5.52733573684226	2.87611745118986	3.62272615840067	3.42554741282972	2.26686344587586	0.282058253625662	1.87441023358656	3.11933378213871	4.02383110955653	3.59790034338624	3.28326353418418	2.14967495239312	3.35661348952666	0.972055946640283	1.53395160456102	2.01602219267399	4.5727241734593	2.34466494613701	1.75019245855342	1.88489226898092	4.31817274551522	2.08780919453412	1.93833938026203	2.05393651352454	3.31764288538741	0.510496621424696	2.63507714965506	2.5035373686898	1.86570985421247	-0.076860879796437	2.41684321813224	3.06884885069208	2.3370685876141	2.42145577896376	4.59276952800072	2.98850665237271	2.65812534371961	2.08603632972088	2.67191189970208	3.58121109856384	3.71627306334406	3.66045468581314	2.7744820175959	2.58200818414491	-0.346777904691917	1.93718880741903	2.13858790366693	3.95611996842432	3.33852970596092	5.25385277895946
APOH	4.16134764296895	4.69475964387843	0.322430903000511	7.32156222632401	8.77155735087836	9.87416887221543	8.74436233260412	6.34738377595963	2.93118041862226	9.17463486837932	2.20955029065024	0.292522261727321	8.46437286973166	1.60392114602235	0.544387317645498	1.90093536806784	6.42536603607333	9.69450264440728	3.60887416447734	2.75412959905648	0.205559192860511	2.62190960506046	5.84329819133843	1.53246630654218	3.16105326412205	3.78170402727205	0.445775923211014	7.70631904285666	4.48149419470497	1.85944561641429	5.29992963416314	6.21421450265447	9.64724174231359	4.80633833040508	8.75259887658062	2.54832869100611	4.65283188450995	-0.03788375992734	6.37782377531678	8.75932780826551	-0.04718238511167	11.2044635917476	8.78132095869148	6.54116011528923	8.04100363056587	5.07262064948161	9.11902094289122	6.41996198461536	3.4585231314437	6.68894509470778	7.92017236169242	-0.073419840483632	9.08734576944081	3.03430398342782	0.066029659082637	8.72971597179543	0.362138320448204
CPA1	-0.407547944511721	12.8694914194715	5.05610888558664	2.34610025969233	2.05271419030886	1.78038074925929	4.35370243003641	2.6622607443979	2.24622956060181	1.6057968493205	7.08541303326898	1.46947388101711	3.3694646372818	2.36195099412225	0.400506999991453	-0.535214481874202	10.5259335686881	4.27411349758684	1.34205231208695	3.25456814494865	3.06625935326765	3.08781469099034	2.7781522907585	2.00892182803156	1.02297452612257	8.66793377895998	4.72262269235312	1.93049630098919	5.38804027088594	3.27642159178764	9.75980742331017	2.70573128490878	2.58934257939549	-0.578750390201814	3.48109090681309	2.8035664235041	1.42373621263272	0.347981117616361	0.430115056892499	-0.794168824358649	-0.672415802374527	1.01558646591691	1.60678044811176	-0.639065748825307	-1.04737649137012	3.49242975862667	1.62313149574999	0.42754657891267	-0.735621400795707	-0.910265824494227	5.2468666555378	1.02011256819144	-0.995788831076438	-0.153823844354844	2.35199109168622	4.41547668715473	0.824071734300611
SLC7A8	5.84505604085767	3.13444482464028	2.11105491136129	5.78598006288512	5.47679203646366	7.35620126711027	7.30857657147601	8.13871791196187	1.46379229882106	8.08110682899161	6.51977728612683	0.779522542498438	5.7832062040776	3.26959490369447	2.36493191022704	5.9319211015181	5.3004312682681	8.34531392461898	5.82480783025842	6.46729808400646	4.15276554098211	6.32006427666059	4.87711387327911	5.83956987260953	3.70793547323355	5.81964768682354	6.13124567323672	7.44803431120899	5.8149974041619	3.3333386384546	3.41963387571153	1.9973008302777	6.27295817866174	4.20876110838814	6.22011885052468	6.08286834952171	6.40489226230596	8.63387557232613	6.35650603259014	7.2348997925032	2.02607663860696	5.16465450642779	5.20970181974949	7.35352180494435	8.16340209216761	6.97789523513284	8.8968091190154	8.14269749794128	5.647861088974	7.21329939911479	6.89569266368634	6.29316515062829	7.62352621473286	5.50404513329092	5.55527971209617	7.70722018031739	7.55119725308413
MLN	0.094470443900363	0.08682451886704	0.139738665434812	-0.027400454737835	-0.101936632803099	-0.748607973184115	-0.180254404421477	0.418115462357615	0.227722220564103	-0.146573524757121	0.037404627083645	0.218085623395064	0.125400330567144	-0.495166895368459	0.045786778835566	0.68013915215677	0.226365046281542	0.209518473489105	-0.224219293909862	0.824143655921712	-0.189913586099683	0.781885194841917	-0.445504866529815	-0.209145927784594	-0.414482161182355	11.1430678367315	-0.617843579192878	0.044546446318902	-0.365517950643671	0.229048631944962	0.980937633104878	0.565631068309269	-1.31454281304177	-0.498292100981892	-0.994108379045074	-0.979580962784523	-1.30354564291151	-1.12686104091884	-1.13692409233728	-1.2851988125545	-0.137342362436428	-0.559575358415551	-1.04600482746612	-1.50950043220337	-0.677892437253367	-1.57938289843766	-1.21086749497752	-0.442870171701883	0.474882591348782	-1.27484599310214	-1.25039804181024	-1.25273781170842	-0.714098697433609	-1.24360990601213	-0.948785425079102	-1.4105158147921	-0.96056067350582
TECR	6.29566111207345	8.45439985178526	9.29931312025416	7.92608477168133	7.25475443170847	6.89616180179913	6.86230178200277	7.33893507579034	7.84883013581802	7.05663908211527	7.62276965311795	7.82621349664639	7.50117473708455	10.422806623999	6.59720786624415	7.14906359774247	7.84821137783715	7.8121916924478	7.66778819581028	9.80419860599403	7.70210568788366	7.32219938244785	8.22970806727312	8.41961354034695	7.3533449944585	9.92317518558541	6.5530087992111	7.61296930027207	7.19669147727888	7.28635950448092	9.54548551724088	7.3942094393542	6.57478557789041	5.53261375390509	5.82181462133201	6.0399020023762	6.65233518126128	4.79077322129495	5.43557500025114	5.58982920435339	6.05220871526906	6.67620614130206	5.14850509091572	5.65100540396272	6.4747270573164	5.04792454528969	5.80551425367673	5.81365683146345	5.89805330336489	7.53894276108347	5.59373929491398	6.86804412312131	5.11243136923372	6.03319850746638	7.41668381331005	5.41811188528242	5.74831151734481
SERPIND1	-0.570094305221549	0.49134636292294	-0.136337773933714	0.376004633942394	3.50482291586437	6.74922150616486	5.56439086698341	5.9458219785224	0.634557428598774	7.30800722734681	0.560258895625709	0.008940718966247	3.34971257514817	1.72864014061623	0.437816039157347	1.07022332566444	1.14695118527499	6.93200354637904	0.319839374957141	6.89010588072152	-0.144163778050337	-0.218692425069796	-0.176145801670782	-0.214159088329835	0.997914854861039	-0.117386356804915	0.849981385390363	6.30164806064043	1.4377990660381	0.725449425840735	6.07971417406947	-0.267250990781675	0.876232380144239	0.667574640331616	5.0770619511036	-0.240435822720209	2.09973092455794	-0.526582076584788	0.751979393642786	2.6160194914021	-0.185451422284985	-0.210906581673071	0.964717905494534	3.29060952649021	4.56514323188509	2.89874350783891	7.5579732800358	2.62327368306137	1.32849553413673	2.27035193901712	1.49940136141182	1.51934321780841	3.7816201619028	-0.635562057035387	0.268995269437927	5.3027424191277	1.86406752609182
LGALS2	5.63868965824387	2.02564395773785	3.1814005185875	1.48791675287017	1.1590001234226	-0.3972816286379	6.38035632936098	2.1507418948542	1.49870759632142	0.599506187658478	5.73499176224177	0.395861570740657	0.211769259327992	1.27926514108041	4.46068386327428	2.05403278990276	4.37419778472141	4.2972948074387	0.647563721284884	3.24215852261068	2.50589530246629	4.52553184691951	3.4210046788729	0.672165012866649	2.0813389710054	9.54080305653768	2.8404415854521	2.53684030045609	1.19930165251255	6.82336430702035	1.31448349020374	6.71036839160374	-0.902189114186417	0.531030632501988	1.56704384721893	2.46010805075399	-0.30557924063687	-1.12686104091884	1.31384540655788	-0.241105601405452	0.4364358077977	-1.24148695265769	0.696214679168618	-1.14465953218	0.098050048727261	1.75809815011705	-0.179935247932217	3.76722172423707	-0.014426377936009	-0.369214259489168	0.444165368662368	-0.549823484307912	-0.161349575990783	-0.187468075571221	-1.01125504673079	-0.845424124259358	-0.0415172459161
PMM1	6.82810533047833	5.68952703433556	5.39710659353571	7.02523014530352	6.46710566497013	5.69457523294391	6.12555055793179	6.777480008114	5.48000615046451	6.79309224149527	5.21811031285069	6.35730544962284	8.23729876809031	6.66199565308167	5.60442843678	5.06199792418671	5.68850957419064	7.07687431336618	4.9128202817051	5.75770055911833	6.29102183138851	7.18637065774442	6.51144950518209	5.07931577367615	6.55791809129476	7.80666781048982	4.16107906798637	6.74761824814947	5.00432920088259	5.8572747562397	6.47140634510589	6.31550988223932	5.86107415259186	4.2356950310625	5.04393690419857	3.74624770385182	5.76171474915782	-1.12686104091884	5.54545538310029	4.52683977778344	4.03117721109486	5.87328408793685	4.9037670023946	3.69102556949825	4.57745531585956	4.73815435795282	4.2801052405656	4.71744305078174	4.54020224177624	4.75341984630333	3.67704823080481	6.68464180658555	4.72379011113546	5.88555127238949	2.91852407360148	4.74443945737321	2.89420708224423
HAO1	-0.664203602518013	0.472122868499852	-0.151294184901494	-0.050417732507263	3.26042395038488	4.34428846808902	6.26293326800673	6.16014236316454	0.139462392226904	4.9134828786977	-0.110026931188297	0.009412679425414	0.284441922553827	-0.286966999681266	0.092179023735718	-0.576643792306051	-0.032863942823738	6.38920754390644	0.416529014996247	0.544149828454656	-0.189913586099683	-0.298968316100367	0.38556335703573	-0.633805537281101	-0.414482161182355	-0.161327592105456	-0.7377935760207	6.33931496818775	0.196635056476884	-0.169589547452371	-0.062103236104441	-0.036373650991654	2.86828060371329	-1.12624664686859	3.12214057600817	-1.18407982751914	0.928079414724576	-1.06535616577827	-1.00207022332717	3.78212329164235	-1.41919092365993	3.7647922768833	-0.255111655183095	2.1101321462928	5.68477237964589	2.91216507153748	7.02189313217065	0.886334876493555	-1.18749600910295	0.477641382278625	2.67201212230568	0.45456676397156	2.87768762794309	-1.24360990601213	-1.42485888798289	4.2800885733256	-1.17320949855569
MXRA5	1.47644703117993	2.24390902810847	1.16315360374146	1.12023248921701	0.250834460104813	1.54525691404197	0.6127689046664	1.15972560969595	2.2514847817834	1.16675101842396	3.63204801582734	0.599541284089234	0.83763112761012	2.18868540828523	3.1151297578154	1.84841554410476	5.23192341320921	1.44247372634427	0.75894240663106	2.8545644360834	1.14114486597686	1.34168151475218	0.963895052658558	-0.265476709756821	2.4419874053618	1.42917326026149	1.13231372575223	1.31527312655839	0.90005100765487	2.48039898680942	0.549995648969371	0.685647324191767	0.708580579343098	3.45446206023417	4.79114079017218	-0.049014143255026	0.130946446689213	-1.12686104091884	0.989575347068722	1.55767330934376	2.80424633871577	-0.777213376317898	4.16639547833242	0.840123829182652	2.29405246079426	3.37658347551443	1.61543498125402	0.598691268628073	5.18497881961981	1.31831435744036	1.59985091158212	-0.397721315260614	1.94824076583067	0.816996200287368	4.79953945842737	1.77383698257482	2.25150558366281
GLRA2	-0.308722900193317	0.049723909477318	-0.039600698891495	-0.014310614108988	3.44038993078158	-0.41185030666209	-0.602729724018438	-0.349396966981513	-0.0485862110796	0.762352679391014	-0.030599602488726	0.293557285779489	-0.107574855897977	0.387767843019133	0.070663812423416	3.25304269430638	-0.19523108005163	-0.098198722667375	-0.034537335358744	-0.193781807018047	-0.024059864256627	-0.218213387715961	1.58559734394701	0.099551765336556	1.47426368852756	-0.272428502151188	-0.076643694535016	-0.328100867876804	-0.255919889435857	0.152147372289884	-0.324102937742602	-0.163651995711728	2.02019245480538	0.758093803691052	0.009250394784132	-0.461758055811336	-1.11273127526571	-0.905758978872857	-0.986788616178784	0.588324987978278	1.06362856186681	-0.211242103201517	-0.040846055441472	-0.790947339560846	-1.07899000449522	-1.48897788496305	-1.11257693872781	-1.04897217506731	1.43210822894647	-0.954015961197438	-1.04809040627136	-1.17645728676783	-1.0402030231932	-1.13798174241285	-0.530655589138214	-0.538011068315554	-0.377319651881043
SMARCA1	5.02838236331195	4.33711964038371	5.32402452751076	5.83847170004145	5.82620369912192	6.44667854734891	5.45663918244682	5.32832979475804	5.41763270641628	6.59033919993658	4.16451054035193	4.0585889534103	6.23428326540554	3.68219796000483	3.51536041477824	4.73885516608721	3.81603061914656	4.55884603683539	4.09356388148817	4.5905162360337	3.00634073245896	5.12138920125992	4.64408490528261	4.75544636128097	4.96086344640644	1.92382968985775	4.73401757455984	5.58974905186485	5.64308338169932	3.65747504678632	4.3762927990432	5.04247845584819	6.59204566238656	6.31373846305089	6.70836816457536	6.35210310642133	5.84953651653808	-0.207760523313106	5.07750523985382	6.74723801699663	6.72373664616917	6.97538835008035	6.4346932968998	7.01595124286065	7.4325420131851	6.42711234694009	7.05580009575175	6.76997800884564	5.5940419832288	6.83993944260392	8.34200219523592	6.52570830803317	5.88178218123751	7.0932763744204	5.41626307137766	6.91999839571086	5.80114128535633
FGD1	2.24579811790422	2.90594586839217	3.97744338690782	3.04575681133223	3.36161047401705	3.72829885340595	3.29388166341196	2.64338637078575	3.17888181508759	3.17246151129321	3.51465848913785	3.36045602857304	3.30683381466661	3.10501859682003	1.71211080883921	3.92096035659771	2.43484260838633	3.41820927384966	4.06809320512191	2.89319198572703	1.87642972172867	2.68341482797514	3.38051796459963	3.91426693775815	3.61971926490074	1.09284292055408	2.55713650505515	3.28559890219568	3.41257900665022	1.90423892161764	3.40689212583693	2.46029370161391	2.88832747300292	2.60063676755641	3.13565755183061	1.95242678881303	1.10227641705243	-1.12686104091884	2.87766784434958	2.72273697800572	4.2263238461622	2.93848093705156	2.74946640997608	2.15708364497229	2.67353711676934	2.25936710118052	3.29474147145773	1.59262345097773	2.99694330293001	2.54481436691061	1.9072180951443	2.33249959759826	2.07867175123713	2.16552240854266	2.98765827556814	2.7635941377534	1.19679978079433
